Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2020-09-19 10:49:52,1879.88,Biju Sathe,21c836ddbdcda9b950df514983b3022fee4a37103e064885c6fd139c8ed51bde,"Ravel, Chada and Sharma",4862,Asansol,EUR,MasterCard,03/32,14063697603e22d600d336bee6cff12c8be93509ce84a0642918d89b2aef1753,05,d797fc8b-5af7-48ed-b603-2a26c36a4e69,1,None,Online,180.189.48.67,Desktop,obumb,Consequuntur esse eum fugit facilis alias unde. Accusantium repudiandae autem libero.
2020-07-31 03:40:27,4305.2,Parinaaz Kulkarni,131bc408dcfecb1674d7d24481ceed45306187a1f331a6f4fbdea99b7f9de691,"Chana, Saini and Kapur",4834,Chandigarh,USD,MasterCard,09/30,9b09d7f65345fc85aaa8814b69f3c933ce5eda41786f0c1df1b1ab2b1fdd2ecc,12,1c3dd350-7436-48e1-986a-96676f1e330c,0,1,Online,193.81.157.107,Desktop,anahita08,Suscipit quaerat sit occaecati quas minus autem. Sed eos quisquam eius molestias incidunt illum.
2023-04-29 14:38:01,1968.65,Faiyaz Bhatnagar,84a5e7ae639f9e0c16525c0be2a9612ae5695c65297a8b29f4f4a06fc98f9f01,Bava LLC,8431,Delhi,INR,American Express,07/33,82a93b152b275d4c8de67c3d05c9b00e92477eeb024f117c7632cdb26fd874aa,05,8fa67aa7-a28b-4950-9b03-5606b0937a7e,0,2,In-Person,169.188.253.242,Desktop,vidur90,"Quia necessitatibus eaque occaecati. Odit nostrum odit magnam.
Odio illum temporibus nemo consequuntur sed. Optio corrupti ratione necessitatibus. Fugiat quidem rem eum perspiciatis et qui."
2021-12-17 02:19:40,4796.41,Elakshi Kapoor,25239c5b75cade899e4c8df4671b90340249e3275aa8920a2ea4a8e41176af44,Chad PLC,9168,Yamunanagar,INR,Visa,07/33,f44b7809595e5ebe3bb4d65e0cdd1ebbb41b29f5ab8fd73b2b6aef8e8691a62e,00,0d91dfb6-b035-4f50-95bc-946c93bc373d,0,2,Online,177.249.122.201,Desktop,,"Aperiam ad eligendi doloribus. Labore dolorum voluptatem. Corrupti cumque consequuntur non fugit. Veritatis impedit vitae.
Eveniet occaecati tenetur sunt aspernatur officia. Maiores quae repellendus."
2022-05-08 18:10:54,1190.64,Raunak Divan,127c0a9461fa16f759700679762c2018aa5b14a0476999fc873c69757a3056c0,Kumer-Talwar,3144,Bidar,INR,Visa,11/25,28955b1fb53203e2ff246fd2d4c3e148d4666a617469cdcc86060985682ab4bc,05,4b393ba4-61ca-4c89-9edb-b263341f17dc,1,3 or more,Online,221.224.89.198,Mobile,,"Nulla perspiciatis ipsam vitae. Libero quia ipsa. Fuga ipsam fugit ratione beatae.
Enim commodi laudantium. Voluptates asperiores ea amet iure ipsa."
2021-01-26 05:41:09,710.91,Himmat Kapoor,b8b5f84850e96b1c85e49b924cddff431d379c23061c2c9d52869b6e9eaba5b5,"Ahluwalia, Barad and Bala",9380,Navi Mumbai,USD,American Express,07/28,a7f0b84de7a450eaf6ffab449cb0f141b69eb701ffb455f375c3dae4277b25c1,00,84dcfb65-530f-4223-8045-910b0222f3e7,1,None,Online,201.85.162.230,Tablet,vgera,Molestias incidunt laborum soluta repudiandae vero. Quas nemo ea magni earum beatae.
2020-02-06 11:17:33,2063.05,Jayesh Sen,16e15d54eeaad2af8a9b5bf35d97670fb7dea2ca6ca82cba15b7d196d65e1580,"Bhatti, Sarna and Chandran",2002,Jamshedpur,USD,American Express,04/24,2d54ab36581c7e905efeb3ca6973038a83cfbe1cb1c253cd6c26db4a0320d0ed,00,bbf6425e-8561-4027-a2d4-b1d79a5514a1,1,None,In-Person,51.17.36.190,Tablet,,"Facilis aperiam distinctio facere quae modi. Est ipsam assumenda quam sunt.
Sed perspiciatis distinctio. Suscipit aut sequi quasi veniam consequuntur fuga nisi."
2021-07-04 13:43:18,4215.13,Charvi Dasgupta,000eb17cc14e5f766d8f87d9a45db6df1568ab3fc4966953344f737f90339ca6,Master Group,5085,Junagadh,EUR,Visa,02/27,99ee50221221864d50c60baea6f14d8ac2e235cc6e78be6088cd40cc97fca394,00,16f9a9e5-b851-48de-b570-453521fa8e0b,1,None,Online,24.31.61.107,Mobile,,Sequi culpa exercitationem vero perspiciatis natus quis consequatur. Doloremque alias eveniet exercitationem aut. Maxime magni eius eaque tenetur.
2022-05-01 15:03:43,2172.45,Uthkarsh Tak,73c799f8434c8e43014e1a0b5a056540967773621d894b945a569ebd187bcbe1,Sankaran Group,7178,Morbi,USD,Visa,05/24,20ca98162ba780883712eb701c84e4c06f73aba78e903935a9ad799193b4627f,05,45d971ae-5c50-477d-8568-fd747a66966f,1,1,Online,210.218.216.187,Mobile,gagate,"Numquam cumque vel dolores quod dolores. Totam deserunt libero.
Qui in harum omnis.
Ad quam velit aspernatur et ipsum numquam. Tempora rerum ea maiores odio quas qui sapiente."
2021-02-09 21:45:25,719.73,Lakshay Dara,d362df7f99fe371e8c98a39c82c1d808b052048b866b3b9a3f034837b64a7838,Kota Inc,3542,Sagar,INR,MasterCard,04/24,a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf,05,9888d533-9a2b-40b8-9425-289f1cb7b4a9,1,1,Online,190.201.11.54,Tablet,zsami,"Itaque at blanditiis similique distinctio delectus dolor. Unde ipsam explicabo.
Non voluptate magnam esse quaerat voluptates. Soluta corporis reprehenderit aliquam fugiat ex molestias."
2021-12-23 21:50:59,1833.08,Aradhya Chanda,ffc2e4b81ffa9545086c5e7a826e6321dd42b30ee25a7c5ca1d9732974a47818,Bir-Warrior,4433,Tinsukia,INR,Visa,11/29,68c6c6e9ad314d1a5c4d647cfb6ed84265e47cbc2a05a54fb58ae74c0085ef29,00,3c42074d-b2b4-41a4-987a-98f9556c949f,1,1,In-Person,195.61.80.200,Tablet,anahita01,Esse earum asperiores. Aperiam vel fugit autem quibusdam. Magnam fuga architecto ad voluptatum tempora. Officia necessitatibus ut aliquid quibusdam officia.
2022-03-05 14:31:23,4194.71,Oorja Wali,de9045afb0c193539d237438cff05d95fdcdf08cc82d9da5d4efac46b87c5dd8,Dar-Bhakta,8898,Firozabad,EUR,MasterCard,03/31,c8c9cad7b920b50f713830b8dc55f59fffbbad98335d9f30e0bca8fab5dfeedd,00,57fd30bf-4145-4aa0-9011-cb0107cadd1d,0,3 or more,Online,212.2.1.205,Mobile,sahil64,Deleniti distinctio similique praesentium praesentium. Iste aliquid exercitationem error perspiciatis accusantium molestias. Inventore natus eum fuga quod aperiam expedita culpa.
2023-02-17 11:15:14,2162.08,Manjari Shetty,2853bc3b25e10601d0b45b7f9a965c2357e66d14e64e82c51f54100200fd5367,"Deol, Tak and Thaker",6058,Machilipatnam,USD,American Express,05/27,f8c0a071f38cbea8b9272483bacfa2906ef0a39419a01ca8cc1776c040a8e353,00,e20f65ea-f7b5-425d-94b1-cb63d330ecc5,0,2,Online,207.32.210.73,Mobile,sekhondhruv,Numquam debitis officia non adipisci totam. Quas occaecati nostrum mollitia laboriosam culpa impedit.
2022-08-28 00:37:44,4451.95,Yashvi Sarkar,afb243023cac601e2e36720f4250bbfe0d1bbeea701b5edc7ba9f7d17915a382,Butala and Sons,8129,Jorhat,INR,American Express,08/32,bd3a797ba948938978965781bd341bc0fc7711ed00e513b9c63a61cf3d916562,12,56135173-af40-4907-b71f-2bdef45f3ae9,0,1,Online,190.241.229.158,Desktop,,"Maiores modi labore numquam. Laborum culpa est.
Aut a animi. Deserunt voluptate nemo quasi ad.
Quisquam minima occaecati totam cum alias. Ratione beatae impedit saepe."
2022-04-14 03:45:48,4627.68,Dharmajan Seth,8f99133a6c111b4c944297b4cf556267e40f26fa4a0abd3dcb1dfa3d53ec1c20,Andra Inc,3887,Nanded,INR,Visa,10/28,d80eae6e96d148b3b2abbbc6760077b66c4ea071f847dab573d507a32c4d99a5,05,4bd44ab1-83a1-4bd0-a1d0-c7390206381f,1,1,Online,15.235.19.100,Desktop,,Perferendis ipsum doloribus sint dolorum tenetur pariatur mollitia. Pariatur recusandae quas magni eligendi. Ducimus ut tenetur molestiae.
2023-07-26 08:35:12,1938.17,Dhanuk Bobal,cb1d8b67d43ae8ab93171d955f23d6c8aee1dd3e2048073c50bd4ff336e560f8,Shetty-Boase,3536,Vasai-Virar,INR,MasterCard,07/26,7f5642cd0c851c48e5dfbd492e1cdee9a93cba81b38677376437c6587b3af95e,12,bc9373b9-2a21-4991-b71a-d6fdbd642a78,0,3 or more,In-Person,164.178.114.109,Mobile,,Esse cum odio cupiditate consequatur sequi magni. Amet repellendus quo. Porro voluptate est iure.
2020-01-21 12:27:04,1257.6,Azad Gulati,d98accd313e2e3a95ca3f4bff4755b8a2a95e159163da608672828c6c467342f,"Brahmbhatt, Dugar and Vaidya",6056,Bardhaman,USD,MasterCard,09/32,84f01dd97c687fb28a296bcc2ef1801446ea7405860595924eb2b5bb634718d1,05,5aae30e7-7280-4067-94d7-2b1daf80ab0a,1,1,In-Person,178.229.71.158,Mobile,madhavdeo,Iure molestias facere sit asperiores accusamus. Eius omnis inventore ex quaerat culpa ut. Autem commodi corporis voluptatibus repellat distinctio iste.
2021-03-27 11:05:20,2611.88,Adira Dar,2091e6d4ca5f67c2f4f6a636d56d78323561a9475f84f3da9f8e74a8bd9891a4,Rattan-Lalla,1717,Varanasi,USD,MasterCard,08/28,2c3f699f4b5f7734ed802c0b52f27f670772ddff9d4b875c6d1b7c2f09f728a0,00,860ed139-d80c-474a-a152-117e31fefa32,0,1,Online,92.237.93.66,Mobile,shalv66,Asperiores sapiente cum dolor. Exercitationem hic neque repellendus. Ullam minima quisquam maiores accusamus. Illum sed vel blanditiis ratione.
2022-05-18 09:25:35,2165.72,Zeeshan Devan,a5e43e62ff03fb4a2f1538e060dd25acaa8024733ea22daec172f19f378d9e2d,"Vyas, Bath and Bhatt",6560,Siliguri,USD,MasterCard,10/29,b16d9e2bb44a4b728d0431a21c103e1c018b17248d3c95c1902531c9fc1c0ac3,12,cf7d54e2-10cf-459e-92a7-f687e13e621d,1,1,In-Person,211.149.162.14,Mobile,bsoni,Veniam impedit porro ex neque. Accusantium nam recusandae quod quod.
2022-07-24 15:53:12,1074.71,Saksham Acharya,ef9da6278274668d4889053323c669c5224a81fcfefc5cad2a5778ef53b117d4,Verma Inc,3812,Ulhasnagar,EUR,MasterCard,09/32,fc71f2d6d38dbfc752ecaf2262916dc8ad99a34243d47b34691f9f8a3afaeffd,00,a04ca0ab-eb8c-490a-8537-d01e4ecccbce,0,3 or more,Online,187.195.187.105,Desktop,dishani92,Animi nisi quis cum sit sunt. Odio nesciunt pariatur saepe.
2020-03-15 13:12:46,3916.14,Kiara Sandhu,828dceeb4af5aa244598538a78c94d60f97065cdc5fcbee39159d1a502d44d66,"Chakrabarti, Warrior and Ram",6027,Alappuzha,EUR,American Express,09/25,4f46578a5c392cc959f69f525dd84532b1ee9deaba6f1349bc014cea52bc98e9,05,22cde71a-68f7-45d4-b760-fd87c743a20e,1,1,In-Person,177.235.192.236,Tablet,upadhyaytiya,"Porro praesentium itaque eius maiores sint qui. Cupiditate vel nam voluptatum sint dolore. Harum rerum maiores officia.
Culpa nemo earum.
Ipsam itaque tempora. Repellat veniam rerum harum."
2023-03-29 05:38:08,1037.29,Kavya Deshpande,1d74712b473bb987462c321b0fbf5c3cfa9d340318feed873ee8dd6b5c60cc4e,Chhabra-Chandran,7471,Bihar Sharif,USD,American Express,12/25,0e6523810856a138a75dec70a9cf3778a5c70b83ac915f22c33f05db97cb3e68,05,5190e036-b2cd-4ba4-9b4b-890134023a6a,0,3 or more,In-Person,18.71.12.71,Mobile,ckrishna,"Corporis quod veniam. Voluptates illum velit reprehenderit quis necessitatibus.
Doloremque tenetur doloremque nam nemo animi molestias. Ex ratione at odio quis maxime."
2021-12-29 18:07:50,3741.48,Miraya Shukla,dbbe6057e1ec1a5f54a067488a04a1ff4daf9f8de608810c798deb07130988d9,Andra-Wagle,5255,Naihati,EUR,Visa,03/25,3cb65cad26f0a517866e06dcba59afa4a5eadf832404e0e17c707b928825c144,12,6bbfcc30-a47d-4ccf-8e2e-7792564f8a8e,1,3 or more,In-Person,39.98.153.66,Mobile,kismat49,Repellendus placeat asperiores possimus. Autem architecto ullam iste temporibus.
2021-04-18 23:23:18,889.96,Nehmat Khare,11c87f83c0a3f69e3a5f47da376de7746c49a387d0f4f4baef2c7621312792ad,Manda LLC,9286,Sangli-Miraj & Kupwad,INR,MasterCard,10/25,524148f24802f8c68974c2e1ecc8b8f47d0d60b7a0d1948951c050a25b5a8e59,12,b1103139-5ad7-4839-b676-99b6e8f4d52d,0,3 or more,In-Person,157.128.88.180,Tablet,hansh61,Rem commodi molestias id magni dolor. Explicabo nisi dolorem ut eveniet id. Eum dolorum id culpa nulla. Ullam amet vitae similique nemo commodi quasi tempore.
2023-02-16 10:05:26,3478.85,Divit Thakur,ead0ddd7257d0dc0936a830e5d5e8b29c49894ef456d5a8463f88b3aa6e3c132,Goel Ltd,4171,Mahbubnagar,EUR,Visa,08/29,3635a91e3da857f7847f68185a116a5260d2593f3913f6b1b66cc2d75b0d6ec0,05,51cc05d3-84a3-4281-8a9e-e61d1a1d61d7,0,None,Online,148.243.191.167,Desktop,raunakkalla,"Consectetur doloremque nulla officia perferendis mollitia atque porro. Explicabo voluptatem eveniet et possimus.
Eos dolorem incidunt cumque. Quae illum rem nam itaque enim."
2021-12-31 16:04:53,3265.14,Madhup Vaidya,ee7e3e3b78f59bdc002ba0e0a28c5516d03cedf51fb6528bc91d24d468b54ec9,Buch-Kota,7970,Berhampore,INR,Visa,05/30,de5872c6bb4494cebd250152ce148cd6231654e4469229f2f993984b3950b422,12,7f287c0b-b38d-41b8-8f2d-eec6778c872a,1,1,Online,149.126.194.162,Desktop,,"Harum harum repellendus. Beatae dignissimos ab aliquid reiciendis.
Facilis occaecati iste possimus laudantium culpa molestiae. Accusantium delectus odio accusantium debitis iure magni."
2023-01-29 17:35:48,4745.66,Yuvaan Bava,dde447c4fba662316d6527fae92dfb65dc711a94f6b26a25459c5136e94feea6,Mane Group,5978,Kamarhati,EUR,MasterCard,03/29,8cd2510271575d8430c05368315a87b9c4784c7389a47496080c1e615a2a00b6,12,015ff25b-7002-480f-8c4c-cee78b778dc4,0,2,Online,159.110.198.51,Desktop,,"Quisquam fugiat aut. Sed reprehenderit velit incidunt.
Assumenda cum iusto est. Saepe consequuntur facere eveniet aliquid illo aspernatur illo. Ullam facilis vel eius vero quibusdam necessitatibus."
2022-03-15 04:23:07,3566.79,Ojas Doshi,f0fa445ac6e7d41a895a6b4c36788928f1fa5a866e2b4b177a2b6e23c7572301,Biswas-Venkataraman,4073,Ghaziabad,INR,Visa,09/27,ff108b68b0e9bc1e5a744f80f9ef1b8575c7d041eeb3e8d2eae300347de6e7fc,05,ec3fc034-88b6-49f5-959c-b434d74e3cc5,1,2,In-Person,190.179.243.236,Tablet,,"Impedit ex vel amet. Ullam sequi amet quidem quos omnis debitis.
Nesciunt facilis qui eaque molestiae quia repudiandae. Molestias asperiores magnam sunt. Omnis accusamus animi cum earum iure."
2023-03-29 23:29:18,2197.48,Gokul Dugal,e4109f494fae35f9dfe04f6a79f12546cdbb78bbf20eaa2dea4b95a5ff80d6ea,Raj and Sons,9111,Tinsukia,USD,MasterCard,09/32,db55da3fc3098e9c42311c6013304ff36b19ef73d12ea932054b5ad51df4f49d,00,8abf8b25-84d3-44de-b43a-569417ae86a6,1,None,Online,196.43.9.36,Mobile,alishasridhar,"Facilis voluptates vero pariatur. Nobis consequatur labore accusantium veniam suscipit.
Molestiae ea dolores sequi perferendis. Aspernatur adipisci aspernatur necessitatibus cum."
2021-01-13 16:26:10,3282.2,Anahita Das,9116e13e2900e15a558186aed826cfdb3436cc6821c25cf0d96d79227c606b6b,Rajan-Butala,6978,Guna,USD,MasterCard,04/24,1a6d9c97798d8997f85ed9228296d533be6b47f97217709d7e2b628e21800220,12,18bd6de5-2bba-4af0-9bb8-97cdc51c1a36,0,3 or more,In-Person,76.7.71.131,Desktop,mandmehul,"Voluptatem possimus distinctio explicabo sit. Culpa repellendus velit architecto. Accusamus alias incidunt quasi.
Quod voluptatem ratione occaecati esse."
2023-01-22 22:02:03,2228.1,Ivana Shah,0afa7d98926cc4242e2c4965250c831d3d12e642cce94b1c72fa14d1444231ed,"Krish, Vaidya and Balasubramanian",1785,Ramagundam,EUR,Visa,11/24,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,12,57e819a7-df91-4f6a-b79a-c056d44f5498,1,1,In-Person,222.212.130.53,Desktop,vardaniyabandi,Accusamus accusamus consequuntur veritatis magni. Quos impedit quis perferendis maxime excepturi.
2022-04-15 11:59:40,1292.69,Sana Ganesan,b81fe967317b3286afe3769504cf0df63ed16fa391d1e6964a3cec46957854a2,Rajagopalan-Dhaliwal,4285,Yamunanagar,EUR,American Express,03/27,e6f47e008cc58b38596e6fdf2f50a0fea93fd10543e652522aeab3aa71355719,00,6501971a-05ed-490a-b4b3-564e070e223c,0,3 or more,In-Person,132.110.29.215,Mobile,,"Nostrum debitis enim esse eum. Delectus temporibus repudiandae autem.
Delectus eligendi illo. Quas eligendi illum fuga. Asperiores eaque impedit et consequatur."
2020-08-17 20:08:02,1901.99,Himmat Sandal,472497e6e446bd8380face59473635ac2b18f77a648d1b4d7bf98561e2efc4c2,"Choudhry, Handa and Bandi",4093,Pali,EUR,American Express,01/24,38d66d9692ac590000a91b03a88da1c88d51fab2b78f63171f553ecc551a0c6f,12,1341c54c-1b00-45d1-abea-c51fe7500c96,1,None,Online,60.56.236.77,Tablet,,Nulla accusantium saepe veritatis itaque at explicabo dolorum. Praesentium aperiam molestiae dicta nemo illo.
2022-04-29 00:41:49,2165.93,Ahana  Lalla,e419765d324b69a77561cc267eae45ef2c6249038bfbf8de8efb88ee7abc9e01,Kala PLC,5492,Raichur,INR,MasterCard,04/24,81defd9e2e8f85c7f09874bbe5b8d9a9a5503c6d915a3afe4b65758f28d71fb7,12,4ebf3ad4-4fbf-4614-91c7-d137e8e7b624,0,None,In-Person,91.80.96.29,Tablet,,Reprehenderit mollitia placeat nihil. Minima sed fuga veritatis neque. Iusto et dolore at cupiditate consectetur pariatur facere. Numquam nisi saepe perferendis odio ratione ipsa.
2021-09-27 00:56:57,2227.78,Nirvaan Barad,b4785255e199f10efc605a7a0aa024bbe2ae81b784c158f8f72a88683f1d5c57,"Dutta, Chokshi and Hayre",8115,Jorhat,INR,Visa,01/29,d6f0c71ef0c88e45e4b3a2118fcb83b0def392d759c901e9d755d0e879028727,00,12ec36d3-4fd1-4a61-bf46-6d2ea4ebb6cb,0,None,In-Person,46.208.74.69,Mobile,indrans70,"Tempore impedit alias suscipit ex corrupti. Magnam corrupti voluptatibus odit cupiditate aperiam. Velit dolorum neque amet.
Ducimus rerum iure sint architecto. Quisquam sint voluptatibus odio ad."
2022-11-15 06:30:34,526.45,Purab Yadav,4751c3eb7d192cb024617050cf023b945edd7687fc0fa6339d043ddd03d2fdf5,Rege-Bansal,4620,Indore,INR,MasterCard,02/28,83f814f7a92e365cbd79f9addceed185761a8d38a06a2d4350bb1fe4b7632b34,00,7aa51918-189f-4311-9e97-00675d943296,0,1,Online,128.158.85.206,Tablet,ira10,Repellendus at omnis ea deserunt illum nulla repellat. Necessitatibus voluptates sequi incidunt minus provident doloribus. Fugiat ut sapiente in.
2020-01-20 17:24:42,4677.03,Vihaan Bera,6d8b9530dae72ff1a46c8c0cf03962932b7431dbc739ba5d791b1bab2e734d40,Mammen-Choudhry,7181,Gurgaon,INR,American Express,05/30,613854558120137287d7edd940f2614df8626eefc055bf3c2ed882c115038faa,00,3d0cbb1d-1762-4de2-b742-dcbefdf54e4e,0,3 or more,In-Person,146.62.222.95,Mobile,miraanlata,Eligendi cum maiores eum. Quia ab id excepturi cumque deleniti. Praesentium laborum nihil asperiores. Ipsam explicabo laudantium.
2023-06-23 02:06:20,3068.31,Samarth Ray,0374201bfa925b9bbac559a3641b1e944b00230d198a9f463aa4613270f6ba55,"Agarwal, Kalita and Acharya",6232,Anantapur,USD,Visa,12/29,5ef6fdf32513aa7cd11f72beccf132b9224d33f271471fff402742887a171edf,12,8e6a8f2e-a223-44d9-8150-5ef0621bcaa1,0,3 or more,In-Person,203.190.236.185,Desktop,,Natus neque delectus at totam explicabo deleniti. Fugiat inventore enim libero eos.
2021-07-09 05:16:32,4712.62,Samiha Sankar,37ab3ccbbb65c27e9b9f2ea3ddb44b1347044cb131efbc1e747b08f7c4803c90,Sachdev-Kalita,6750,Orai,EUR,American Express,11/27,162753c27c8b32975a0edf5e89ab4ed8e2f06f02a182e0f181481cc050fdcc72,05,55246522-400e-42c9-9235-74eabac19659,0,1,In-Person,175.159.2.155,Desktop,anaywarrior,"Dolore laboriosam consequuntur accusantium incidunt alias. Commodi architecto iusto dolore magni. Repudiandae sit error quod nostrum quis.
Quae aliquid dolorum id ratione pariatur eius."
2021-06-16 08:18:10,1852.94,Ayesha Bhakta,11e407d9e8493d5336014cef9bfed7598be482d9d1ef2be6175453bc14319098,Kala Ltd,7772,Jalandhar,INR,American Express,10/24,43d244581aa23a744de9d775979165eb226a80e2cce6c0d0885412c9b6a0dbdf,05,7185998b-591b-4080-9ad2-6fc6fda79d32,1,3 or more,Online,165.176.227.60,Desktop,batrazain,"Laboriosam assumenda eos. Enim natus quas ea.
Facilis quo officia. Possimus cumque illo sunt expedita molestias. Perferendis molestias dolorum quos vitae neque nisi."
2020-03-15 12:53:17,3592.19,Indrans Vig,334624fe980e9b795905524ec9f4b5abdf4b632cb5bc6e64973de07e25237ca8,Golla Inc,1372,Mysore,INR,Visa,04/26,07e46896ba89f88776fed50a1b7895129f9b9af7d3b8b33ca23af478bb818d6c,12,d4dc28bf-e07d-465c-915f-8e84441dcbc5,1,1,In-Person,52.44.204.222,Desktop,ccheema,Reprehenderit asperiores veritatis ea sed. Fugit sit sapiente molestiae quae maiores explicabo. Nemo enim officiis ipsam corporis porro.
2020-01-15 23:34:58,4163.27,Kiara Banerjee,7bc9abcb94ba03ec485fdb9a901d9b4c25fe9c8421ce29bb5d52c92a19c30de0,Butala Inc,1876,Tadipatri,EUR,Visa,09/32,c62510afc57db491f9f993387b76dd9a7d08f09c01326953904b6586c19c4b8a,12,19254e05-12f8-44a5-8222-340627646657,1,None,In-Person,162.19.45.58,Tablet,,Aliquam temporibus debitis adipisci necessitatibus. Qui veniam quaerat rerum pariatur tempore repellendus nisi. Id labore natus officiis vel illo.
2021-09-14 07:42:11,1793.23,Rhea Barad,8130673a1f3ae628fb4e0da91f353b4eae56c66b7de677c7451ec734b1431259,Choudhary-Dutta,3232,Bhilwara,INR,American Express,09/33,477f4b2cdd3fe2b9fdd7dfb887f98252ef26cecf13eb53289116a1344382256d,05,40321800-f526-4c42-9c10-4a72b688dd4c,0,2,In-Person,101.19.145.36,Tablet,,Tempora sunt eos veritatis distinctio beatae. Alias architecto laborum maxime.
2021-04-24 03:27:18,2861.93,Shray Handa,681d392d083794f7e91b75eefe25abb687a9b1d8d8fa666e37e1ee47c3cb03eb,"Upadhyay, Divan and Saraf",3126,Sambalpur,INR,MasterCard,11/29,3da6ee6699da1eb52d358aa59b8e1cf6b5d77db224b4cec0faaa540610fb3b2e,05,16a26a3f-e596-495c-a0d6-2dbc1345eec9,1,3 or more,In-Person,195.229.230.175,Tablet,goelnirvi,Sequi ducimus rerum corrupti architecto praesentium blanditiis. Laboriosam enim commodi saepe molestias dolorum. Maxime pariatur ipsum incidunt aliquid nihil tempore inventore.
2022-12-17 03:07:49,4037.98,Saira Kibe,5cd8771f9f51a72eec9757a8bc7ba748a4a9aacf3d77a7fd71a8d5b5a735c9c3,Saxena PLC,8335,Chapra,EUR,American Express,01/28,64d94c866dffad6dab67498f5ed9cdf32a6e747e2c17e58d2535f549f7976cb0,05,99c08497-3969-4a93-81d8-02bb3cd32a90,1,None,In-Person,65.243.205.37,Desktop,sethialisha,Occaecati natus neque atque similique. Iusto unde saepe aut. Veniam optio libero iste tempora maxime nam laudantium.
2022-08-02 18:48:32,1792.93,Anika Sen,6fad8c0c724bff5af25f9aad85e3c726f86713eb789d418f6c407b8c4abfb048,Kapur Inc,3012,Gopalpur,EUR,MasterCard,06/27,bfa7634640c53da7cb5e9c39031128c4e583399f936896f27f999f1d58d7b37e,05,e7c1b5ae-f456-4409-a0a7-89ec32c37b8f,1,None,In-Person,221.221.127.208,Mobile,,Reiciendis porro a voluptates blanditiis cumque distinctio. Molestiae saepe assumenda.
2022-08-06 23:51:32,4532.74,Eva Gour,f30fa5eb4eafd9c4f98594e3721fed5a002ee02905e42530704c1d2e83001928,Vasa-Chandran,3859,Arrah,EUR,MasterCard,06/31,18873905ac1540b70c720b7289d232e8135eb640597a5f5f0c904077b2bc24f0,12,39e94619-d571-48fb-bbf7-ee14d4577cd0,1,3 or more,In-Person,55.224.239.77,Mobile,vaibhavbuch,Nulla exercitationem animi nostrum nam magnam. Consectetur maiores ratione animi quos rerum repudiandae. Reiciendis voluptatum possimus.
2023-01-05 18:01:05,3543.65,Lakshit Sule,21b5577fbcbc21a062fd340ee786d9d30682c125f89a3c2a4780705fd5850cec,"Baria, Bava and Loke",9262,Bongaigaon,INR,American Express,11/25,b2cc86ae48fd3b8775335b586b3549e53af3d749f07748a7343f893522ae63ea,12,b6aca74e-ea91-4522-96a5-1b350dd509d0,0,2,Online,188.90.243.92,Mobile,,Ipsum voluptatem voluptas labore aut pariatur. Molestiae velit tenetur odit nemo. Ipsa beatae accusamus hic ab similique. Corrupti architecto necessitatibus rem accusamus enim.
2020-02-28 11:07:39,4285.69,Renee Dora,cce51848cfd4cfc86f469a0502bb9fd474db1410ff996395563f5680c851f829,"Devan, Chaudhary and Sundaram",9461,Moradabad,USD,American Express,01/32,d86c993d110ef8006edd379e345f801f90ecc4561092e6c0d6209163f53c84e0,12,14f51a55-6b3b-44fa-acb6-b5e0207f9f07,0,None,In-Person,186.98.55.3,Tablet,uraj,Praesentium odit labore quaerat. Ipsam esse similique laboriosam. Commodi nihil eum placeat voluptatibus vero.
2020-07-26 18:13:15,4269.67,Purab Tak,526fb3c3cf035eec41067ff261cbe809d52e4f078f8fe51f8abef66d2031a8ed,Kumer Ltd,6026,Siliguri,EUR,Visa,03/30,d86580a57f7bf542e85202283cb845953c9d28f80a8e651db08b2fc0b2d6a731,00,24828ffd-2759-4a14-9d6d-cfa073583b6a,0,1,In-Person,26.122.109.128,Desktop,,Autem sunt in. Fugiat excepturi ipsam eveniet cupiditate sint natus. Repellendus provident quisquam dicta vel aperiam.
2023-05-05 00:24:55,2823.76,Saksham Barad,9c768cc5c77b5153cfadffce3277df6eb7db6417ac8c692f33fb8e074769b11c,Doshi-Chad,9064,Chennai,INR,American Express,07/30,515ca6ef2552077adeca312c5abd2347fbfa746164987ecc4e984a59854180a8,05,9e8923be-2b39-46d0-bacf-77cc5abc264c,1,2,Online,152.239.48.70,Desktop,,Id in amet illum aliquid. Est doloribus at culpa autem sapiente. Esse nostrum recusandae maiores possimus assumenda quo asperiores.
